Image Name,Caption,LPIPS,PSNR,SSIM,BLEU,BERT,METEOR,LPIPS(diff_res),PSNR(diff_res),SSIM(diff_res),BLEU(diff_res),BERT(diff_res),METEOR(diff_res),LPIPS(diff_up),PSNR(diff_up),SSIM(diff_up),BLEU(diff_up),BERT(diff_up),METEOR(diff_up)
_100300374_gettyimages-477389793.png,"a large propeller plane parked on the tarmac
",0.11724185943603516,20.416690826416016,0.6784265316342727,9.170599044431425e-155,0.9750533103942871,0.5575,0.02474140003323555,19.8931827545166,0.6600131862670051,4.640083527732319e-78,0.9398927092552185,0.5902439024390245,0.07699384540319443,18.9455509185791,0.6046183592022188,0.4111336169005197,0.9332072138786316,0.7181571815718157
000_1H95VB.width-800.png,"a large airplane flying through the air with propellers
",0.105430968105793,22.02735137939453,0.8372038154402042,0.7514772930752859,0.9887592792510986,0.7942949907235621,0.038704387843608856,20.110084533691406,0.7996091112104174,0.32668286409255015,0.9861751794815063,0.5499999999999999,0.05215753614902496,20.865646362304688,0.8245024594703154,0.7514772930752859,0.9887592792510986,0.7942949907235621
1l-Image-Abrams-M1A2-SEPV3-.png,"the m1a1 tank is on display in a warehouse
",0.1961735486984253,17.65160369873047,0.5368770724566205,4.744822399347669e-78,0.9257297515869141,0.5499999999999999,0.05728752166032791,15.717960357666016,0.38951333845327246,4.2338646970116024e-78,0.9055771827697754,0.4213483146067415,0.04237392917275429,16.476648330688477,0.46106524368836793,4.2338646970116024e-78,0.9055771827697754,0.4213483146067415
_83539969_b47a9225-6db2-4f83-975d-576edf0279e6.png,"a large military plane flying through the air
",0.1199900209903717,22.469501495361328,0.7781954527345549,0.5410822690539396,0.9941456913948059,0.7361111111111112,0.04729980602860451,21.435279846191406,0.7522464115117882,7.183445846156676e-155,0.9860207438468933,0.39952531645569617,0.02171037718653679,21.954654693603516,0.7704735246522492,0.5946035575013605,0.9964258074760437,0.864795918367347
000_1LC27X-e1570900274807-1024x640.png,"turkish soldiers ride on a tank in the town of al-bab, in the syrian province of aleppo, on january 29, 2015
",0.15934064984321594,20.2456111907959,0.6089849488304501,4.8228015442170574e-232,0.800171971321106,0.10050251256281408,0.05100713670253754,19.386598587036133,0.580943321758785,2.279831007364591e-155,0.7763363718986511,0.10050251256281408,0.06184953451156616,18.887426376342773,0.534526701355548,2.6243749087496004e-155,0.782802164554596,0.1
_107981154_gettyimages-185701027.png,"a fighter jet flying in the sky
",0.11562932282686234,22.64815902709961,0.7939201172888072,0.4347208719449914,0.992750346660614,0.6914285714285714,0.02193818986415863,22.189767837524414,0.7837834142658954,0.4347208719449914,0.992750346660614,0.6914285714285714,0.021972546353936195,22.4471492767334,0.792122352400971,0.4347208719449914,0.992750346660614,0.6914285714285714
1-620.png,"a military truck with a large missile on it
",0.19098061323165894,21.024749755859375,0.6399428087469635,0.4671379777282001,0.9980916976928711,0.855940934065934,0.08319875597953796,19.011737823486328,0.5280794821951714,0.4671379777282001,0.9980916976928711,0.855940934065934,0.10075558722019196,19.252626419067383,0.5531627124110756,0.4671379777282001,0.9980916976928711,0.855940934065934
1-lexus-ls500h-2018-rt-hero-front_0.png,"the new lexus is driving on a country road
",0.11963038146495819,20.631519317626953,0.6919839682467561,3.690840039559348e-232,0.9425646662712097,0.058823529411764705,0.0388311967253685,19.925689697265625,0.665661571610185,1.4488496539373276e-231,0.9192666411399841,0.21978021978021975,0.0183916836977005,20.554668426513672,0.6968765264915494,3.690840039559348e-232,0.9425646662712097,0.058823529411764705
_109898488_mediaitem109898487.png,"a man in camouflage stands in front of a helicopter
",0.12891049683094025,23.34073257446289,0.7987585361805323,0.27824623288353134,0.9647883176803589,0.6652276295133438,0.012305296957492828,23.06195068359375,0.7939036335372945,8.612150057732663e-155,0.9777088165283203,0.446,0.02202366478741169,22.416284561157227,0.7696802878158902,0.45936133207830593,0.9908852577209473,0.8017676767676769
1d52bb2b7f50c088e299598865f719e7.png,"a large jetliner on the runway at night
",0.1263999342918396,21.662582397460938,0.731910226055061,1.0,1.0000001192092896,0.9990234375,0.03697769343852997,20.94432830810547,0.7077243545786187,0.47987820666906633,0.955233097076416,0.8335382345709367,0.0635753870010376,21.20132827758789,0.6915910200372941,1.0,1.0000001192092896,0.9990234375
