Image Name,Caption,LPIPS,PSNR,SSIM,BLEU,BERT,METEOR,LPIPS(diff_res),PSNR(diff_res),SSIM(diff_res),BLEU(diff_res),BERT(diff_res),METEOR(diff_res),LPIPS(diff_up),PSNR(diff_up),SSIM(diff_up),BLEU(diff_up),BERT(diff_up),METEOR(diff_up)
_100300374_gettyimages-477389793.png,"a large propeller plane parked on the tarmac
",0.129007026553154,20.430805206298828,0.6688191458048492,7.746339753396389e-155,0.9174758195877075,0.5373493975903614,0.036750730127096176,19.174707412719727,0.6090092855331926,4.640083527732319e-78,0.9398927092552185,0.5902439024390245,0.08073616027832031,18.711454391479492,0.5845540071366697,0.4111336169005197,0.9332072138786316,0.7181571815718157
000_1H95VB.width-800.png,"a large airplane flying through the air with propellers
",0.13275305926799774,22.00972557067871,0.8270465124120892,0.7514772930752859,0.9887592792510986,0.7942949907235621,0.03663529455661774,21.224557876586914,0.8026856288164529,0.32668286409255015,0.9861751794815063,0.5499999999999999,0.06750836968421936,20.68120574951172,0.8067173180737022,1.0,0.9999997615814209,0.9993141289437586
1l-Image-Abrams-M1A2-SEPV3-.png,"the m1a1 tank is on display in a warehouse
",0.19633594155311584,17.595975875854492,0.5303767768178864,4.2338646970116024e-78,0.9227761626243591,0.4213483146067415,0.05178247019648552,15.779458999633789,0.39065772063929066,4.2338646970116024e-78,0.9055771827697754,0.4213483146067415,0.051272790879011154,16.95310401916504,0.49853163054120536,4.2338646970116024e-78,0.9055771827697754,0.4213483146067415
_83539969_b47a9225-6db2-4f83-975d-576edf0279e6.png,"a large military plane flying through the air
",0.13102206587791443,22.140945434570312,0.7545194206721753,0.5946035575013605,0.9964258074760437,0.864795918367347,0.023419778794050217,21.72425079345703,0.7440639403846272,0.5410822690539396,0.9941456913948059,0.7361111111111112,0.030015330761671066,21.590347290039062,0.750035039219986,1.0,1.000000238418579,0.9990234375
000_1LC27X-e1570900274807-1024x640.png,"turkish soldiers ride on a tank in the town of al-bab, in the syrian province of aleppo, on january 29, 2015
",0.15965324640274048,20.14132308959961,0.5929094727258296,2.279831007364591e-155,0.7763363718986511,0.10050251256281408,0.07825896888971329,18.11414909362793,0.4769208701196857,2.279831007364591e-155,0.7763363718986511,0.10050251256281408,0.08825258165597916,18.488954544067383,0.49101746078379227,2.279831007364591e-155,0.7763363718986511,0.10050251256281408
_107981154_gettyimages-185701027.png,"a fighter jet flying in the sky
",0.13271504640579224,22.577442169189453,0.7824059851231052,0.4347208719449914,0.992750346660614,0.6914285714285714,0.01857582852244377,22.276042938232422,0.7800806138220435,1.0,1.0000001192092896,0.9985422740524781,0.024525701999664307,22.5413818359375,0.7943873127126571,0.4703709593866897,0.9825294613838196,0.835123523093448
1-620.png,"a military truck with a large missile on it
",0.19277675449848175,20.860509872436523,0.6297049911299379,0.4671379777282001,0.9980916976928711,0.855940934065934,0.06936179101467133,18.988807678222656,0.5229052584865012,0.4671379777282001,0.9980916976928711,0.855940934065934,0.06206892430782318,19.449970245361328,0.5546748121310981,0.4671379777282001,0.9980916976928711,0.855940934065934
1-lexus-ls500h-2018-rt-hero-front_0.png,"the new lexus is driving on a country road
",0.13562831282615662,20.5821590423584,0.6818954385581328,3.690840039559348e-232,0.9448208212852478,0.058823529411764705,0.04964257776737213,19.311023712158203,0.6249711312694103,3.690840039559348e-232,0.9445021152496338,0.058823529411764705,0.028630731627345085,19.2844295501709,0.6246763946158458,3.690840039559348e-232,0.9425646662712097,0.058823529411764705
_109898488_mediaitem109898487.png,"a man in camouflage stands in front of a helicopter
",0.12432490289211273,23.34331512451172,0.7894745087902005,6.373704167435469e-155,0.933411180973053,0.15,0.01693090610206127,22.992816925048828,0.7837677271470288,8.612150057732663e-155,0.9677655696868896,0.446,0.06041748449206352,22.741634368896484,0.7612124204698805,5.050205928624139e-155,0.916573166847229,0.10204081632653061
1d52bb2b7f50c088e299598865f719e7.png,"a large jetliner on the runway at night
",0.13615871965885162,21.625173568725586,0.7182436121447673,1.0,1.0000001192092896,0.9990234375,0.05617146193981171,20.651378631591797,0.6823251920167086,0.3672056269893592,0.9435932040214539,0.7095046854082998,0.06505760550498962,21.025524139404297,0.6714622460675768,5.203538639359665e-78,0.9879229664802551,0.6205128205128205
